arxiv_id,archive_size,sha256,title,sections,tables,status
0704.0004v1,9486,83b5c83d0963d796ed61fae5ed47cac55d2c942d41e03f1b776c283abc4c0af8,A determinant of Stirling cycle numbers counts unlabeled acyclic single-source automata,1,0,success
